name,total_reviews,total_citedin,max_citedin,max_citedin_pmid,max_citedin_year,year_start,year_last
M D'Incan,1,0,0,1832503,1991,1991,1991
Alberto Jose da Silva Duarte,1,1,1,20635918,2010,2010,2010
Neusa Pereira da Silva,1,0,0,21243307,2011,2011,2011
E Dabelsteen,1,0,0,1807486,1991,1991,1991
Toos Daemen,1,7,7,12428908,2002,2002,2002
Marc Daeron,1,2,2,26745401,2016,2016,2016
X Dai,1,5,5,16700896,2006,2006,2006
Marinos C Dalakas,1,0,0,15170607,2004,2004,2004
Samir Dalia,1,5,5,25310210,2014,2014,2014
R M Dallal,1,2,2,11382596,2001,2001,2001
Marc Dalod,1,59,59,20193019,2010,2010,2010
M Reza Dana,1,61,61,12885933,2003,2003,2003
Adrian Daneri-Navarro,1,3,3,19853184,2009,2009,2009
Silvio Danese,1,8,8,21233277,2011,2011,2011
Jacques Dantal,1,4,4,23080066,2012,2012,2012
Sandip K Datta,1,7,7,15609002,2004,2004,2004
Syamal K Datta,1,7,7,16531276,2006,2006,2006
C C Davey,1,0,0,2412321,1985,1985,1985
G M Davey,1,21,21,16451196,2006,2006,2006
Anne Davidson,1,0,0,26376897,2015,2015,2015
J S Davies,1,0,0,28035684,2016,2016,2016
Timothy J Davies,1,1,1,25933237,2015,2015,2015
Glenda Mary Davison,1,0,0,20122870,2010,2010,2010
A Dawidowicz,1,0,0,4934631,1971,1971,1971
Piergiuseppe De Berardinis,1,9,9,22606037,2012,2012,2012
Eveline D de Geus,1,2,2,23542704,2013,2013,2013
Ennio De Gregorio,1,27,27,19493664,2009,2009,2009
C de Groot,1,6,6,7797422,1995,1995,1995
S C A de Jager,1,7,7,22012002,2011,2011,2011
Esther C de Jong,1,66,66,15609003,2004,2004,2004
Wouter J de Jonge,1,6,6,20615391,2010,2010,2010
Sandra De Keijzer,1,11,11,23528886,2013,2013,2013
Dominique de Kleijn,1,23,23,14522407,2003,2003,2003
Luis de la Cruz-Merino,1,4,4,22927872,2012,2012,2012
H de la Salle,1,0,0,1608651,1992,1992,1992
Lucimara G de la Torre,1,0,0,23286512,2013,2013,2013
M Teresa De Magistris,1,6,6,11892684,2002,2002,2002
Ramon Andrade de Mello,1,8,8,25496336,2014,2014,2014
G De Panfilis,1,0,0,6229220,1983,1983,1983
Nicole Kerlero de Rosbo,1,11,11,26152292,2015,2015,2015
Maria de Sousa,1,2,2,21180734,2010,2010,2010
Barbara Fazekas de St Groth,1,5,5,22310378,2012,2012,2012
Rik L de Swart,1,25,25,22483507,2012,2012,2012
Steven de Vleeschouwer,1,14,14,17143233,2006,2006,2006
R J Dearman,1,2,2,8597100,1995,1995,1995
D Decaudin,1,23,23,15902276,2005,2005,2005
Patrice Decker,1,0,0,19811268,2009,2009,2009
A Deisseroth,1,2,2,23238593,2012,2012,2012
Christian Dejaco,1,3,3,23580095,2013,2013,2013
Giuseppe Del Giudice,1,5,5,12763688,2003,2003,2003
Margarita Del Val,1,2,2,26006050,2015,2015,2015
Lelia Delamarre,1,23,23,21377379,2011,2011,2011
Alain Delcayre,1,8,8,16001959,2005,2005,2005
F Deleixhe-Mauhin,1,1,1,2073955,1990,1990,1990
Jean-Sebastien Delisle,1,1,1,27391196,2016,2016,2016
Anne Dell,1,13,13,18725885,2008,2008,2008
Silvia Della Bella,1,0,0,26819508,2016,2016,2016
Yves Delneste,1,25,25,12477424,2002,2002,2002
Terry L Delovitch,1,59,59,12658269,2003,2003,2003
Christine Delprat,1,1,1,23762095,2013,2013,2013
P DeMatos,1,10,10,9624036,1998,1998,1998
Elaine S DeMeyer,1,0,0,19411012,2009,2009,2009
Stephanie Demoulin,1,13,13,23136258,2012,2012,2012
Martijn H M G M den Brok,1,14,14,16221071,2005,2005,2005
Joke M M den Haan,1,3,3,24843870,2014,2014,2014
Xin Deng,1,5,5,25073120,2014,2014,2014
David T Denhardt,1,143,143,18952487,2008,2008,2008
Sujal R Desai,1,2,2,25978626,2015,2015,2015
V J Desmet,1,0,0,1883645,1991,1991,1991
Ludovic Desvignes,1,9,9,25319335,2014,2014,2014
Eric Deutsch,1,8,8,23434004,2013,2013,2013
C Dezutter-Dambuant,1,0,0,3153438,1988,1988,1988
F Di Bari,1,0,0,26152630,2015,2015,2015
W Di Girolamo,1,1,1,9706258,1998,1998,1998
Francesco Di Raimondo,1,14,14,25013764,2014,2014,2014
Antonio Di Sabatino,1,70,70,19729841,2009,2009,2009
F Di Virgilio,1,171,171,11157473,2001,2001,2001
J Diamond,1,0,0,7724647,1994,1994,1994
Michael S Diamond,1,71,71,14583143,2003,2003,2003
Hong-Yan Diao,1,7,7,21134826,2010,2010,2010
Bonny L Dickinson,1,1,1,27373970,2016,2016,2016
A B Dietz,1,1,1,11471194,2001,2001,2001
C D Dijkstra,1,5,5,7587352,1995,1995,1995
T P Dilorenzo,1,7,7,20491789,2010,2010,2010
S V Dima,1,2,2,11850877,2002,2002,2002
W Ding,1,2,2,25534428,2014,2014,2014
Quoc Thai Dinh,1,2,2,26895179,2016,2016,2016
Luciana Dini,1,9,9,23509727,2013,2013,2013
Maziar Divangahi,1,14,14,23468106,2013,2013,2013
Senad Divanovic,1,3,3,26538528,2015,2015,2015
Samsuridjal Djauzi,1,0,0,25948770,2015,2015,2015
Joel Fleury Djoba Siawaya,1,17,17,17446108,2007,2007,2007
Henryka Dlugonska,1,0,0,15787197,2005,2005,2005
A Dobrescu,1,0,0,2940661,1985,1985,1985
Derek G Doherty,1,9,9,26358406,2015,2015,2015
D Dokic,1,16,16,11291780,2001,2001,2001
M S Dolgikh,1,0,0,26539864,2015,2015,2015
Harry Dolstra,1,9,9,24565991,2014,2014,2014
Heather Donaghy,1,11,11,15090883,2004,2004,2004
Gustavo F Doncel,1,20,20,21087339,2010,2010,2010
Maria Luisa Dongarra,1,12,12,23054627,2012,2012,2012
Ryan F Donnelly,1,11,11,22475249,2012,2012,2012
Tanya B Dorff,1,1,1,22370509,2012,2012,2012
R F Dorfman,1,5,5,394607,1979,1979,1979
Andrea Doria,1,2,2,26142116,2015,2015,2015
Lucy Dorrell,1,5,5,16820070,2006,2006,2006
A L A Dos-Santos,1,0,0,27223816,2016,2016,2016
Daniel C Douek,1,47,47,15115833,2004,2004,2004
Trevor Douglas,1,3,3,25325241,2014,2014,2014
Gregory P Downey,1,25,25,18272422,2008,2008,2008
Maureen L Drakes,1,0,0,23259426,2012,2012,2012
H Drakesmith,1,15,15,10782051,2000,2000,2000
Keith Dredge,1,1,1,18473960,2008,2008,2008
Marlene Dreux,1,2,2,27605675,2016,2016,2016
R Drut,1,0,0,2196548,1990,1990,1990
Jiajun Du,1,0,0,26343140,2015,2015,2015
T W Jr Dubensky,1,16,16,11713818,2001,2001,2001
L Dubertret,1,0,0,1608658,1992,1992,1992
B Dubois,1,7,7,11502165,2001,2001,2001
George R Dubyak,1,40,40,22882764,2012,2012,2012
Dan G Duda,1,3,3,26865127,2016,2016,2016
Jeremy S Duffield,1,20,20,23747023,2013,2013,2013
Ingrid E Dumitriu,1,83,83,15978523,2005,2005,2005
Aaron S Dumont,1,4,4,25922566,2015,2015,2015
Caroline Duncan,1,3,3,18790453,2008,2008,2008
Christopher J A Duncan,1,23,23,24140477,2013,2013,2013
Deborah Dunn-Walters,1,5,5,19233686,2009,2009,2009
Sergiusz Durowicz,1,0,0,19665370,2009,2009,2009
Michael L Dustin,1,18,18,22466656,2012,2012,2012
Jan P Dutz,1,5,5,19239927,2009,2009,2009
Gerard Eberl,1,27,27,15841100,2005,2005,2005
Matthias Eberl,1,6,6,25659480,2015,2015,2015
Takashi Ebihara,1,0,0,19122385,2009,2009,2009
Susanne Ebner,1,10,10,20351749,2010,2010,2010
Reinhold Eckstein,1,7,7,20303036,2010,2010,2010
Brian T Edelson,1,5,5,22244578,2012,2012,2012
Claudia Eder,1,62,62,19250700,2009,2009,2009
Matthew J Edwards,1,5,5,18836588,2008,2008,2008
Kohji Egawa,1,1,1,15369131,2004,2004,2004
R Maarten Egeler,1,15,15,20193021,2010,2010,2010
Alexander M M Eggermont,1,9,9,19464602,2009,2009,2009
S B Eichmuller,1,2,2,17979702,2007,2007,2007
A Eigler,1,5,5,18767953,2008,2008,2008
Stephanie C Eisenbarth,1,13,13,23352728,2013,2013,2013
Klaus Eisendle,1,1,1,16019503,2005,2005,2005
Sanaa El Marsafy,1,4,4,19040502,2008,2008,2008
M el-Mofty,1,3,3,6993382,1980,1980,1980
Karen L Elkins,1,83,83,17468235,2007,2007,2007
Keith B Elkon,1,17,17,16330812,2005,2005,2005
Eva Ellebaek,1,4,4,22214467,2012,2012,2012
Tim Elliott,1,7,7,15233724,2004,2004,2004
Sherine F Elsawa,1,6,6,15485336,2004,2004,2004
B F Elswood,1,1,1,1769706,1991,1991,1991
Bennett D Elzey,1,10,10,19578816,2009,2009,2009
G Emanuelli,1,1,1,10388459,1999,1999,1999
Stefan Endres,1,3,3,25428647,2014,2014,2014
D Engeler,1,0,0,18521561,2008,2008,2008
A Engeset,1,9,9,8665458,1995,1995,1995
Karen English,1,14,14,23637312,2013,2013,2013
Anna Erdei,1,19,19,16448704,2006,2006,2006
Urs Eriksson,1,4,4,16891018,2006,2006,2006
Joel D Ernst,1,23,23,12650773,2003,2003,2003
Marc S Ernstoff,1,9,9,17255302,2007,2007,2007
Hildegund C J Ertl,1,2,2,16370915,2005,2005,2005
L-P Erwig,1,106,106,17571081,2007,2007,2007
C Esche,1,4,4,11249687,2001,2001,2001
Alan Escher,1,3,3,17162368,2006,2006,2006
Cristina Escribano-Diaz,1,0,0,19833055,2009,2009,2009
B Escudier,1,20,20,22918926,2012,2012,2012
Fernando Esquivel-Guadarrama,1,6,6,16861067,2006,2006,2006
Richard Essner,1,2,2,16770538,2006,2006,2006
D Mark Estes,1,0,0,21074276,2010,2010,2010
Z Estrov,1,4,4,9158705,1997,1997,1997
N Etchart,1,7,7,10381867,1999,1999,1999
Masao Eura,1,0,0,12014346,2002,2002,2002
C H Evans,1,0,0,15014428,2004,2004,2004
Richard G Everson,1,1,1,18471045,2008,2008,2008
Vincent Everts,1,2,2,27478854,2016,2016,2016
K Eyerich,1,27,27,23889510,2013,2013,2013
Jean-Christophe Eymard,1,0,0,17845996,2007,2007,2007
T Ezaki,1,10,10,10761116,2000,2000,2000
Janine Ezendam,1,0,0,27629427,2016,2016,2016
Ivo Fabrik,1,1,1,23795643,2013,2013,2013
Zsuzsa Fabry,1,18,18,15081534,2004,2004,2004
Zsuzsanna Fabry,1,9,9,18691672,2008,2008,2008
Fabio Facchetti,1,20,20,14586652,2003,2003,2003
Robin Fahraeus,1,0,0,25979818,2015,2015,2015
Leonardo Fainboim,1,10,10,17324606,2007,2007,2007
E B Faizuloev,1,0,0,12506642,2003,2003,2003
J H Frederik Falkenburg,1,0,0,15190287,2004,2004,2004
Jonathan A Fallowfield,1,106,106,24566915,2014,2014,2014
Louis D Jr Falo,1,27,27,15654947,2005,2005,2005
Joachim Fandrey,1,3,3,26966693,2016,2016,2016
Fred Fandrich,1,1,1,20930635,2010,2010,2010
Xiang-Ming Fang,1,1,1,25210703,2014,2014,2014
N A Fanger,1,3,3,10449159,1999,1999,1999
J M Farber,1,2,2,10987098,2000,2000,2000
A Farkas,1,2,2,16612139,2006,2006,2006
Ammad Ahmad Farooqi,1,1,1,22484802,2012,2012,2012
J David Farrar,1,54,54,21320124,2011,2011,2011
M Fassnacht,1,2,2,18283626,2008,2008,2008
William A Jr Faubion,1,4,4,25110250,2014,2014,2014
Norsyahida Mohd Fauzi,1,2,2,26316713,2015,2015,2015
Herman W Favoreel,1,3,3,24691164,2014,2014,2014
Joseph W Fay,1,1,1,11953665,2002,2002,2002
Barbara Fazekas De St Groth,1,2,2,12225383,2002,2002,2002
D T Fearon,1,6,6,11248799,2001,2001,2001
Kai Feng,1,0,0,15228677,2004,2004,2004
X W Feng,1,0,0,1724572,1991,1991,1991
N A Fenske,1,1,1,3280406,1988,1988,1988
Robert A Fenstermaker,1,11,11,15153842,2004,2004,2004
Matthew J Fenton,1,25,25,21682741,2011,2011,2011
Thomas A Ferguson,1,9,9,16106062,2005,2005,2005
Eduarda Fernandes,1,1,1,25926332,2015,2015,2015
Ana Fernandez-Sesma,1,41,41,22590678,2012,2012,2012
V J Ferrans,1,0,0,6425790,1983,1983,1983
Maria Ferrantini,1,17,17,18054517,2007,2007,2007
James L M Ferrara,1,3,3,15148490,2004,2004,2004
Davide Ferrari,1,12,12,16244111,2005,2005,2005
Gabriela Bomfim Ferreira,1,2,2,21137043,2010,2010,2010
R L Ferrero,1,27,27,15829277,2005,2005,2005
D A Ferrick,1,0,0,8459676,1993,1993,1993
Judith A Ferry,1,0,0,12195216,2002,2002,2002
Luc Fetler,1,11,11,16765575,2006,2006,2006
Edda Fiebiger,1,5,5,26052071,2015,2015,2015
Katja Fiedler,1,0,0,28101688,2017,2017,2017
Alberto Fierro,1,3,3,12584263,2003,2003,2003
Carl Figdor,1,10,10,19439262,2009,2009,2009
Robert A Figlin,1,1,1,24354908,2013,2013,2013
James E Fildes,1,15,15,23653226,2013,2013,2013
M Fimiani,1,2,2,15214889,2004,2004,2004
Karin Fink,1,13,13,17537563,2007,2007,2007
Jim Finke,1,10,10,20304705,2010,2010,2010
Steven Eric Finkelstein,1,6,6,22401634,2012,2012,2012
A F Finzi,1,0,0,8103687,1993,1993,1993
G S Firestein,1,7,7,1883694,1991,1991,1991
P Fisch,1,0,0,9575424,1998,1998,1998
David E Fisher,1,32,32,24743024,2014,2014,2014
Mayer Fishman,1,13,13,19916735,2009,2009,2009
Vincent Flacher,1,30,30,20368713,2010,2010,2010
Nicolas Flamand,1,10,10,25877930,2015,2015,2015
Veronique Flamand,1,5,5,11810058,2002,2002,2002
Bernhard Fleischer,1,17,17,18329338,2008,2008,2008
Ana Flisser,1,3,3,20224759,2010,2010,2010
Jurgen Floege,1,19,19,17955242,2007,2007,2007
S Flohe,1,2,2,9286417,1997,1997,1997
L Flores-Romo,1,15,15,11298823,2001,2001,2001
T J Flotte,1,25,25,6993584,1980,1980,1980
Daniele Focosi,1,11,11,18809733,2008,2008,2008
Klara Eszter Fodor,1,0,0,21876225,2011,2011,2011
Camilla Foged,1,11,11,11934227,2002,2002,2002
W J Fokkens,1,2,2,10604548,1999,1999,1999
Ronan Foley,1,1,1,16019468,2005,2005,2005
L Fong,1,69,69,10837059,2000,2000,2000
John V Forrester,1,31,31,20193026,2010,2010,2010
C Fortis,1,2,2,12003170,2002,2002,2002
Francine Foss,1,0,0,19779868,2009,2009,2009
H D Foss,1,1,1,1724849,1991,1991,1991
N Foster,1,11,11,19604262,2009,2009,2009
Paul S Foster,1,14,14,21150435,2010,2010,2010
Paula J Foster,1,9,9,23633389,2013,2013,2013
Anne Fouque-Aubert,1,7,7,17920324,2007,2007,2007
Anne M Fourie,1,8,8,19876785,2009,2009,2009
Georgia Fousteri,1,10,10,24269925,2013,2013,2013
David A Fox,1,12,12,15569606,2004,2004,2004
Philippe Frachet,1,8,8,19496743,2009,2009,2009
Cornel Fraefel,1,0,0,26463092,2015,2015,2015
Alessandra Franco,1,6,6,26099344,2015,2015,2015
Rafael Franco,1,6,6,18197796,2008,2008,2008
I Frank,1,11,11,12041727,2002,2002,2002
Bernhard Frankenberger,1,5,5,15997395,2005,2005,2005
Marcella Franquesa,1,7,7,22710385,2012,2012,2012
Loredana Frasca,1,4,4,22125457,2011,2011,2011
Cara K Fraser,1,16,16,17669010,2007,2007,2007
Gordon J Freeman,1,100,100,20536563,2010,2010,2010
Tom C Freeman,1,10,10,25319328,2014,2014,2014
Giulia Freer,1,8,8,19649323,2009,2009,2009
Julia-Stefanie Frick,1,3,3,26981546,2016,2016,2016
Eva-Maria Frickel,1,2,2,23221473,2012,2012,2012
Zvi G Fridlender,1,8,8,26475869,2015,2015,2015
S Friedman,1,1,1,3003994,1985,1985,1985
Matthew Frieman,1,42,42,17451827,2007,2007,2007
Marianne Frieri,1,4,4,23807646,2013,2013,2013
Pamela A Frischmeyer-Guerrerio,1,0,0,26509662,2015,2015,2015
P Fritsch,1,0,0,3308544,1987,1987,1987
Phillip D Fromm,1,1,1,21897329,2011,2011,2011
Matthias Frosch,1,6,6,14503789,2003,2003,2003
S Frydas,1,3,3,17549670,2007,2007,2007
Xin Yuan Fu,1,18,18,16474436,2006,2006,2006
Dietmar Fuchs,1,4,4,25684107,2015,2015,2015
Dietmer Fuchs,1,7,7,17430115,2007,2007,2007
Robert C Fuhlbrigge,1,0,0,21234730,2011,2011,2011
Kohtaro Fujihashi,1,6,6,19722892,2009,2009,2009
Nobuhiro Fujii,1,0,0,18453146,2008,2008,2008
Yoshitaka Fujii,1,8,8,18324482,2008,2008,2008
Manabu Fujimoto,1,1,1,25813248,2015,2015,2015
S Fujita,1,1,1,11502068,2001,2001,2001
Takayuki Fujita,1,4,4,19688180,2009,2009,2009
Hiroshi Fujiwara,1,0,0,19483393,2009,2009,2009
Taro Fukao,1,26,26,14998502,2004,2004,2004
T Fukuda,1,0,0,11478156,2001,2001,2001
S Fukuhara,1,0,0,11400292,2001,2001,2001
Amanda K Fulmer,1,18,18,17987966,2007,2007,2007
Tamas Fulop,1,67,67,22560929,2012,2012,2012
J J Fung,1,0,0,9365574,1997,1997,1997
Kazuyuki Furuta,1,0,0,24693702,2014,2014,2014
Martin Fussenegger,1,4,4,25466879,2014,2014,2014
Lucia Gabriele,1,27,27,17702640,2007,2007,2007
Susanne Gabrielsson,1,9,9,24859748,2014,2014,2014
Christian Gachet,1,20,20,22528678,2012,2012,2012
Sumanlatha Gaddam,1,2,2,26100384,2015,2015,2015
Orsolya Galamb,1,0,0,14596026,2003,2003,2003
Domenico Galati,1,0,0,27931844,2016,2016,2016
Stefan Galbavy,1,0,0,19855349,2009,2009,2009
Elena V Galkina,1,2,2,24628328,2014,2014,2014
Hanna Galkowska,1,1,1,15478903,2004,2004,2004
Teresa Gallart,1,13,13,23912672,2013,2013,2013
R L Gallo,1,8,8,17002689,2006,2006,2006
Doina Ganea,1,14,14,22139413,2011,2011,2011
Hai-qing Gao,1,0,0,18206056,2008,2008,2008
Zhi-liang Gao,1,2,2,19719932,2009,2009,2009
Ricardo P Garay,1,27,27,17383632,2007,2007,2007
Francisco Garcia-del Portillo,1,22,22,15953023,2005,2005,2005
Adolfo Garcia-Sastre,1,27,27,19768406,2009,2009,2009
Clair M Gardiner,1,22,22,16423035,2006,2006,2006
Francine Garnache-Ottou,1,10,10,17367408,2007,2007,2007
Helene Garnier-Lengline,1,4,4,24107499,2013,2013,2013
Wendy S Garrett,1,5,5,19666230,2009,2009,2009
Joan Manel Gasent Blesa,1,3,3,19015065,2008,2008,2008
Chiara Gasparini,1,30,30,24419302,2014,2014,2014
Dennis Gastineau,1,0,0,12617100,2003,2003,2003
Jack Gauldie,1,2,2,15984329,2005,2005,2005
R E Gay,1,6,6,2692124,1989,1989,1989
Umut Gazi,1,61,61,19162368,2009,2009,2009
Vincent Geenen,1,0,0,22823392,2012,2012,2012
Jorge Raul Geffner,1,2,2,15663364,2005,2005,2005
S V Gein,1,0,0,24954590,2014,2014,2014
F Gejyo,1,0,0,11798131,2002,2002,2002
Kyra A Gelderman,1,8,8,19031029,2008,2008,2008
L Gemmell-Hori,1,2,2,1534233,1992,1992,1992
E Gemmell,1,36,36,12097235,2002,2002,2002
A J T George,1,3,3,15041406,2004,2004,2004
James F George,1,15,15,24147608,2013,2013,2013
Philippe Georgel,1,0,0,27060030,2016,2016,2016
Janos Gergely,1,0,0,17430786,2007,2007,2007
Mara Gerloni,1,8,8,15233740,2004,2004,2004
Wilfred T V Germeraad,1,0,0,26980946,2016,2016,2016
James E Gern,1,14,14,23475539,2013,2013,2013
Franca Gerosa,1,50,50,19161420,2009,2009,2009
Rudolf Geyer,1,4,4,20816207,2010,2010,2010
R Ghadially,1,3,3,9744909,1998,1998,1998
Soudeh Ghafouri-Fard,1,6,6,23046235,2012,2012,2012
Aziz Ghahary,1,5,5,18094439,2007,2007,2007
Mostafa Ghanei,1,1,1,26725553,2016,2016,2016
Berhane Ghebrehiwet,1,12,12,14719376,2004,2004,2004
Kamran Ghoreschi,1,2,2,26563284,2015,2015,2015
S Ghosh,1,7,7,19671557,2009,2009,2009
B Giannotti,1,0,0,8045037,1994,1994,1994
S Gibbs,1,5,5,19232364,2009,2009,2009
I Gigli,1,3,3,6446585,1980,1980,1980
Gary Gilkeson,1,42,42,20352526,2010,2010,2010
J N Gilliam,1,0,0,7022719,1981,1981,1981
Adrian Gillissen,1,0,0,24734465,2014,2014,2014
H J Girschick,1,10,10,16842565,2006,2006,2006
Christopher K Glass,1,141,141,17981503,2007,2007,2007
Paul A Gleeson,1,94,94,21423264,2011,2011,2011
Laurie H Glimcher,1,63,63,15546395,2004,2004,2004
S Gluck,1,3,3,11501570,2001,2001,2001
Jean-Claude Gluckman,1,1,1,11810052,2002,2002,2002
Gh Gluhovschi,1,0,0,21180237,2010,2010,2010
F-D Goebel,1,2,2,15293085,2004,2004,2004
S Goerdt,1,1,1,19169209,2009,2009,2009
C L Goh,1,0,0,3044261,1988,1988,1988
Nahide Gokcora,1,5,5,15806378,2005,2005,2005
William T Golde,1,7,7,18837777,2008,2008,2008
H Gollnick,1,0,0,8150638,1994,1994,1994
Lorena Gomez-Garcia,1,13,13,20204070,2010,2010,2010
O F Gompertz,1,3,3,8340513,1993,1993,1993
Michael F Good,1,11,11,15950450,2005,2005,2005
E M Goodell,1,0,0,2697909,1989,1989,1989
Helen S Goodridge,1,4,4,26554887,2015,2015,2015
Claire L Gorman,1,19,19,18455681,2008,2008,2008
Shelley Gorman,1,6,6,20211255,2010,2010,2010
Patricia Gorocica,1,1,1,24252831,2013,2013,2013
Paul R Gorry,1,54,54,21188555,2010,2010,2010
Maya Gottfried,1,4,4,22772426,2012,2012,2012
David Gottlieb,1,0,0,12069379,2002,2002,2002
J Goudsmit,1,0,0,7587350,1995,1995,1995
Michael J Gough,1,13,13,15606790,2004,2004,2004
Eric J Gowans,1,11,11,15163415,2004,2004,2004
Gregory A Grabowski,1,3,3,23510064,2013,2013,2013
Luis Graca,1,2,2,16572390,2006,2006,2006
Thomas Graf,1,69,69,16551264,2006,2006,2006
B S Graham,1,5,5,11686890,2001,2001,2001
Bruno Gran,1,7,7,19530994,2009,2009,2009
J M Grange,1,3,3,19597940,2009,2009,2009
Steve W Granger,1,23,23,12787566,2003,2003,2003
J M Grant-Kels,1,12,12,9344203,1997,1997,1997
Claudia Gravekamp,1,3,3,21763118,2011,2011,2011
D Gray,1,12,12,1597321,1992,1992,1992
Maria Grazia Roncarolo,1,55,55,19351959,2009,2009,2009
Urs F Greber,1,24,24,23830563,2013,2013,2013
Sara Gredmark-Russ,1,7,7,23076329,2012,2012,2012
Julia M Green-Johnson,1,2,2,22468340,2012,2012,2012
I Green,1,13,13,355568,1978,1978,1978
Warner C Greene,1,32,32,18584030,2008,2008,2008
Alexandra M Greer,1,4,4,25715742,2015,2015,2015
Ronald E Gress,1,21,21,18790456,2008,2008,2008
G Grevers,1,0,0,7503382,1995,1995,1995
M Grewe,1,10,10,11696065,2001,2001,2001
Elizabeth V L Grgacic,1,87,87,16997714,2006,2006,2006
John G Gribben,1,8,8,26195701,2015,2015,2015
Philip J Griebel,1,7,7,20824287,2010,2010,2010
Diane E Griffin,1,28,28,20636817,2010,2010,2010
Matthew D Griffin,1,18,18,17367745,2007,2007,2007
Thomas A Griffin,1,2,2,17762616,2007,2007,2007
Thomas S Griffith,1,32,32,22035838,2011,2011,2011
S Griffiths,1,5,5,1431206,1992,1992,1992
Jan Grimm,1,79,79,21946842,2011,2011,2011
Joanna R Groom,1,0,0,25753266,2015,2015,2015
Zvi Grossman,1,6,6,24100584,2013,2013,2013
Hans E Grossniklaus,1,6,6,23246282,2012,2012,2012
C Gruber,1,0,0,12227882,2002,2002,2002
E Grundmann,1,0,0,2044411,1991,1991,1991
Michael J Grusby,1,37,37,15546387,2004,2004,2004
Marcin Grzybowski,1,4,4,23094329,2012,2012,2012
J E Gschwend,1,0,0,12132274,2002,2002,2002
John Guatelli,1,42,42,19929170,2009,2009,2009
Lorraine J Gudas,1,39,39,21855651,2011,2011,2011
S Guerder,1,0,0,11484607,2001,2001,2001
Antonieta Guerrero-Plata,1,1,1,23787776,2013,2013,2013
L G Guidotti,1,225,225,11244031,2001,2001,2001
C Guiducci,1,21,21,19093959,2008,2008,2008
L Guillevin,1,0,0,12357704,2002,2002,2002
M Guilliams,1,35,35,23549447,2013,2013,2013
Xavier Guillot,1,64,64,21067953,2010,2010,2010
James L Gulley,1,2,2,15988910,2005,2005,2005
Suryaram Gummuluru,1,8,8,22975874,2012,2012,2012
Michael Dee Gunn,1,19,19,15001176,2004,2004,2004
Pawan Gupta,1,1,1,25358058,2014,2014,2014
E I Gusev,1,0,0,14524118,2003,2003,2003
Fredy R S Gutierrez,1,6,6,24222935,2013,2013,2013
Martin E Gutierrez,1,7,7,16219932,2005,2005,2005
Emma Guttman-Yassky,1,46,46,21419481,2011,2011,2011
Bruno Guy,1,10,10,21148502,2010,2010,2010
P M Guyre,1,16,16,9435859,1998,1998,1998
Tomasz J Guzik,1,12,12,22872109,2012,2012,2012
J B A G Haanen,1,5,5,21107792,2010,2010,2010
A T Haase,1,152,152,10358770,1999,1999,1999
Hajo Haase,1,2,2,27021581,2016,2016,2016
Ann M Haberman,1,4,4,20614218,2010,2010,2010
Aida Habtezion,1,6,6,24710635,2014,2014,2014
H Hacker,1,5,5,10944811,2000,2000,2000
Charles J Hackett,1,5,5,17981755,2007,2007,2007
Jamshid Hadjati,1,3,3,23689518,2013,2013,2013
Gregg A Hadley,1,4,4,25023170,2014,2014,2014
Holger A Haenssle,1,0,0,16370389,2005,2005,2005
Paivi Hagg,1,0,0,21442863,2011,2011,2011
R Hajek,1,3,3,10713654,2000,2000,2000
Franck Halary,1,6,6,22424555,2012,2012,2012
Hollie Hale-Donze,1,3,3,19573618,2009,2009,2009
John C Hall,1,3,3,12123513,2002,2002,2002
Gary M Halliday,1,2,2,12406385,2002,2002,2002
Mehdi Hamadani,1,8,8,23396213,2013,2013,2013
D L Hamilos,1,0,0,3327322,1988,1988,1988
S Hammar,1,0,0,3060815,1988,1988,1988
Gianna Elena Hammer,1,27,27,23330953,2013,2013,2013
Bruce Hammerberg,1,0,0,19819028,2009,2009,2009
Pedram Hamrah,1,44,44,17264483,2007,2007,2007
H Hanaoka,1,0,0,6394668,1984,1984,1984
D Hanau,1,2,2,2191049,1990,1990,1990
J M Hanifin,1,1,1,2484155,1989,1989,1989
Brent A Hanks,1,0,0,27011049,2016,2016,2016
Jonathan Paul Hannan,1,1,1,26916158,2016,2016,2016
Philip M Hansbro,1,63,63,17983439,2007,2007,2007
Anja Hansel,1,1,1,21841470,2011,2011,2011
M Hansen,1,7,7,22834814,2012,2012,2012
Ted Hansen,1,19,19,18948196,2008,2008,2008
G K Hansson,1,25,25,18410590,2008,2008,2008
A J Hapel,1,1,1,10449157,1999,1999,1999
H Hara,1,2,2,9521022,1997,1997,1997
K Harada,1,1,1,9089909,1997,1997,1997
Steve Harakeh,1,0,0,23286237,2013,2013,2013
Dror Harats,1,4,4,20827191,2010,2010,2010
Jamie L Harden,1,27,27,23017144,2012,2012,2012
J A Hardin,1,7,7,16239396,2005,2005,2005
Mark A Hardy,1,22,22,20555306,2010,2010,2010
Joshua M Hare,1,8,8,24439148,2014,2014,2014
Kristian M Hargadon,1,0,0,25203775,2014,2014,2014
Alden H Harken,1,1,1,12019398,2002,2002,2002
Gordon D Harkiss,1,5,5,20210779,2010,2010,2010
Andrew N Harman,1,15,15,23908074,2013,2013,2013
Donald A Jr Harn,1,25,25,14678327,2003,2003,2003
J I Harper,1,4,4,11359378,2001,2001,2001
